,Date,Future_Date,Symbol,Future_Price($),Test_Error(MAPE),Benchmark_Last_Price(MAPE),Test_Correlation
448,2016-06-13,2016-06-20,UDR,33.284693791,0.030668423794,0.026614221417,0.342820820639
487,2016-06-13,2016-06-20,WFM,32.6099537773,0.0307265294885,0.0302481967842,0.692658237869
8,2016-06-13,2016-06-20,ABT,37.5003778167,0.0308167088101,0.0254822031711,0.703803299353
213,2016-06-13,2016-06-20,HBI,27.1011358453,0.0308376285575,0.0268684863723,0.388290079727
368,2016-06-13,2016-06-20,PWR,23.3286584406,0.0308697819859,0.02716349416,0.818932877317
171,2016-06-13,2016-06-20,EXPE,105.400285945,0.03101275528,0.0305100323865,0.28066271747
116,2016-06-13,2016-06-20,CL,66.2767247495,0.0310663078862,0.0135309988475,0.773655037853
291,2016-06-13,2016-06-20,MDT,70.7509582776,0.0311965625105,0.0164490098959,0.788076155318
46,2016-06-13,2016-06-20,AAPL,98.3144968194,0.0312522253571,0.0300797617048,0.722737611639
90,2016-06-13,2016-06-20,KMX,48.2373963336,0.0313080068784,0.0312516833915,0.505325345321
1,2016-06-13,2016-06-20,MMM,157.494221528,0.0314170151759,0.0102671625883,0.857928774601
187,2016-06-13,2016-06-20,FE,33.1420646569,0.0314654174478,0.0236058366092,0.649174696857
134,2016-06-13,2016-06-20,DLPH,65.3264502922,0.0315296031794,0.0301387336835,0.67670726683
254,2016-06-13,2016-06-20,KMB,118.968055555,0.0316115253045,0.0174853488343,0.608492723689
75,2016-06-13,2016-06-20,CA,30.4213078406,0.0317040619634,0.017720167263,0.788412770138
303,2016-06-13,2016-06-20,MCO,97.2750078951,0.0317283014373,0.0263553887092,0.517528017633
497,2016-06-13,2016-06-20,YUM,80.4623879371,0.0317942595078,0.0171365295229,0.82028958062
432,2016-06-13,2016-06-20,PCLN,1236.28865572,0.0318131482802,0.026031226191,0.126039415318
80,2016-06-13,2016-06-20,CME,91.2489650747,0.032030167724,0.0178421114081,0.474123189272
428,2016-06-13,2016-06-20,TXN,54.0752766849,0.0320395371987,0.0165906319606,0.819629544537
149,2016-06-13,2016-06-20,DNB,123.50932547,0.0321634305113,0.0245803510907,0.963168748915
248,2016-06-13,2016-06-20,JCI,44.162030918,0.0322251896572,0.0250070071685,0.912940293043
398,2016-06-13,2016-06-20,SHW,277.031052978,0.0323190520708,0.0183355432639,0.768273331296
289,2016-06-13,2016-06-20,MCK,184.032965165,0.0324161112545,0.029367738374,0.834379846234
290,2016-06-13,2016-06-20,MJN,81.3649713389,0.0325246266208,0.0203056173586,0.758964207278
49,2016-06-13,2016-06-20,AIZ,80.6879057128,0.0325526678234,0.0210354727325,0.906241235499
389,2016-06-13,2016-06-20,CRM,77.4897374788,0.0326934820566,0.0241448091693,0.83948542475
302,2016-06-13,2016-06-20,MNST,141.977882419,0.0327696661535,0.029283266753,0.787788725335
246,2016-06-13,2016-06-20,JEC,51.1624416893,0.0327731955028,0.0311347077819,0.907334482251
120,2016-06-13,2016-06-20,CAG,41.6599825829,0.0328233198246,0.0176187313706,0.685256816055
380,2016-06-13,2016-06-20,ROK,112.788812065,0.0329888821502,0.0228740473565,0.644603661033
15,2016-06-13,2016-06-20,A,41.2363070831,0.0330037253597,0.0207647672956,0.910483491319
175,2016-06-13,2016-06-20,XOM,87.1429326152,0.0330268352136,0.0131099792818,0.916165018216
326,2016-06-13,2016-06-20,NTRS,69.879224067,0.0331338115237,0.0281008855767,0.826395988705
174,2016-06-13,2016-06-20,EXR,84.4738811256,0.0332605044401,0.026821623524,0.615267531756
202,2016-06-13,2016-06-20,GM,28.7490002923,0.0332707988627,0.0274790548946,0.314889229674
114,2016-06-13,2016-06-20,CCE,31.4515317945,0.0333048399484,0.0239762694385,0.588924798354
238,2016-06-13,2016-06-20,IBM,146.942953648,0.0333402920024,0.0215554475547,0.81552924092
65,2016-06-13,2016-06-20,BBY,28.6156818813,0.0334019265857,0.0326010475227,0.144677209178
339,2016-06-13,2016-06-20,PPG,105.161377613,0.0334396965149,0.0212162571921,0.826306592586
362,2016-06-13,2016-06-20,PRU,72.2413925022,0.0335238902766,0.0297022014634,0.783052296096
386,2016-06-13,2016-06-20,SPGI,102.348720376,0.0335949450112,0.0239455686371,0.932793950625
353,2016-06-13,2016-06-20,PSX,77.7140779028,0.0336399519596,0.0265179387499,0.606834926873
59,2016-06-13,2016-06-20,BAC,13.6614260812,0.0337937856228,0.0335848110369,0.634962391968
392,2016-06-13,2016-06-20,SLB,75.8568614091,0.0338672231781,0.027267975904,0.527738211485
140,2016-06-13,2016-06-20,DISCA,26.9224474062,0.0338833307828,0.0355920018727,0.103351928845
266,2016-06-13,2016-06-20,LUK,16.6045288558,0.0339971262202,0.0308740312812,0.80573479991
231,2016-06-13,2016-06-20,HBAN,9.75103153039,0.0340141395937,0.0258950937795,0.80078414487
145,2016-06-13,2016-06-20,DOV,68.8762184705,0.0341063589649,0.0298119748652,0.526198729213
141,2016-06-13,2016-06-20,DISCK,26.1141074152,0.034154053187,0.0326913166943,0.210211305792
204,2016-06-13,2016-06-20,GILD,83.4554892086,0.0341907732682,0.0309701054973,0.71732464245
443,2016-06-13,2016-06-20,TRIP,67.089364667,0.0343086778166,0.0352132356678,0.309646245693
77,2016-06-13,2016-06-20,CBS,51.3760566665,0.0345922997896,0.0281206000553,0.711996186654
88,2016-06-13,2016-06-20,COF,67.529721286,0.0346035367932,0.0279304901428,0.477679085955
56,2016-06-13,2016-06-20,BBT,35.9711482735,0.0346089417894,0.025300336236,0.630319634333
121,2016-06-13,2016-06-20,CXO,119.03807832,0.0346314666309,0.0340708267798,0.895177187071
193,2016-06-13,2016-06-20,BEN,34.9609371878,0.0347981179794,0.0365565634373,0.564489627796
109,2016-06-13,2016-06-20,CFG,22.0698818865,0.0349491431503,0.0340693827794,0.296886628082
304,2016-06-13,2016-06-20,MS,24.8811477939,0.0349618903782,0.0341820627006,0.527428021855
7,2016-06-13,2016-06-20,ABBV,58.1601761855,0.0350222343485,0.0235441018828,0.80401655638
409,2016-06-13,2016-06-20,SWK,102.356263505,0.0352047234279,0.0174535732401,0.963149567496
112,2016-06-13,2016-06-20,COH,36.4691176274,0.0354221633992,0.0242060207396,0.302821722038
416,2016-06-13,2016-06-20,STI,41.883860721,0.0354352844689,0.0303529309274,0.899470669182
366,2016-06-13,2016-06-20,QCOM,51.6367283282,0.0355541144019,0.0192808274632,0.65862874708
301,2016-06-13,2016-06-20,MON,106.394135437,0.0355580107834,0.0352546774899,0.844767892125
253,2016-06-13,2016-06-20,KEY,11.9328520065,0.0357143211896,0.0332833420681,0.776193814099
325,2016-06-13,2016-06-20,NSC,80.9224780816,0.0359311713798,0.0303713986724,0.701578365276
401,2016-06-13,2016-06-20,SWKS,64.6369164747,0.0359358477665,0.0349065964608,0.803620423112
485,2016-06-13,2016-06-20,WY,29.6473180157,0.0359836427924,0.0267214470589,0.937578051432
163,2016-06-13,2016-06-20,ETR,74.6424225045,0.0360162767909,0.0205726403208,0.575047784583
388,2016-06-13,2016-06-20,SLG,97.644356632,0.0360408595215,0.0227610693176,0.867774643639
127,2016-06-13,2016-06-20,CCI,76.0888968087,0.0361244536297,0.0127354891461,0.596548954993
83,2016-06-13,2016-06-20,CSX,26.143450933,0.0361892053973,0.0277234992584,0.429885658431
156,2016-06-13,2016-06-20,ETN,59.1026193455,0.036236284903,0.0245160570504,0.576296107312
228,2016-06-13,2016-06-20,HST,14.9551309808,0.0362366867618,0.0335686518844,0.300304143846
170,2016-06-13,2016-06-20,EXC,32.9982399895,0.036352843527,0.0199183973979,0.653928223354
413,2016-06-13,2016-06-20,STT,57.5129564536,0.0364173106491,0.0275819756807,0.642333469178
50,2016-06-13,2016-06-20,AN,47.279651431,0.0367161669183,0.0338676607487,0.482121929299
104,2016-06-13,2016-06-20,XEC,112.396728038,0.0367880909185,0.0320423679747,0.930408725045
43,2016-06-13,2016-06-20,AON,95.4102122284,0.0368661434726,0.0165348938774,0.825836004151
262,2016-06-13,2016-06-20,LRCX,79.5550070885,0.0368795116669,0.02901124344,0.672952573469
342,2016-06-13,2016-06-20,PH,108.097022365,0.0370565418945,0.0215025342266,0.70544368651
426,2016-06-13,2016-06-20,TDC,28.0063103144,0.0370743036795,0.0346294698192,0.406980340104
446,2016-06-13,2016-06-20,TYC,42.3763052739,0.0370937362887,0.0291004246789,0.890841730132
499,2016-06-13,2016-06-20,ZION,27.7493621672,0.0371078198444,0.0379588156528,0.855386794223
143,2016-06-13,2016-06-20,DLTR,73.2655426432,0.0372225358434,0.0330255771327,0.179194847086
393,2016-06-13,2016-06-20,SCHW,28.1241976571,0.0372608153814,0.035785233547,0.645735052148
501,2016-06-13,2016-06-20,EBAY,24.088369055,0.0372843518168,0.015773485964,0.183157098656
280,2016-06-13,2016-06-20,MPC,34.7002471228,0.037371922931,0.040033613988,0.49251507406
185,2016-06-13,2016-06-20,FITB,18.3426945536,0.0374174611728,0.0322620647555,0.738293657976
133,2016-06-13,2016-06-20,DE,84.7873525106,0.0375271079628,0.0320818143948,0.338036386083
274,2016-06-13,2016-06-20,LYB,77.6444376628,0.0375625182273,0.0254952773198,0.565393125514
378,2016-06-13,2016-06-20,RAI,45.2762322525,0.0377458137514,0.0165489357598,0.226944129459
96,2016-06-13,2016-06-20,CTL,26.1009728569,0.037784564178,0.0251050138939,0.858993878697
150,2016-06-13,2016-06-20,ETFC,25.6794117377,0.037788507372,0.0348495471827,0.613509003102
148,2016-06-13,2016-06-20,DUK,76.5757964416,0.0378109930916,0.0201119631179,0.401701734945
460,2016-06-13,2016-06-20,UNM,34.0935119457,0.0378307336112,0.0301981882221,0.870134672872
481,2016-06-13,2016-06-20,HCN,69.4823486421,0.0378662622663,0.0255034257659,0.702324291377
486,2016-06-13,2016-06-20,WHR,172.626008579,0.037890547912,0.0285988792593,0.819435289683
176,2016-06-13,2016-06-20,FFIV,119.199563232,0.0379319386943,0.0347537700253,0.647076838832
306,2016-06-13,2016-06-20,MSI,66.1087161145,0.0379321761825,0.0194006317505,0.562992554416
293,2016-06-13,2016-06-20,MET,42.7833620466,0.0380303555196,0.0311333603698,0.531466161699
376,2016-06-13,2016-06-20,RF,9.36353149165,0.0380880044482,0.0353362381401,0.890671222441
295,2016-06-13,2016-06-20,MCHP,46.869751989,0.0383956247247,0.0209539956678,0.775530007076
154,2016-06-13,2016-06-20,EQT,75.5722262938,0.0385157589743,0.0300919393785,0.856528692683
400,2016-06-13,2016-06-20,SPG,187.017977171,0.0387526454433,0.0191199983817,0.71078829651
308,2016-06-13,2016-06-20,MYL,45.1382778913,0.0389284080431,0.0388112735644,0.669717079391
470,2016-06-13,2016-06-20,VIAB,41.9927781981,0.0392239163308,0.0445772147719,0.512289452814
153,2016-06-13,2016-06-20,EOG,80.8290584756,0.039255424623,0.0350426020566,0.716293279709
125,2016-06-13,2016-06-20,GLW,19.7325890962,0.0392931705365,0.0299216264586,0.713131883934
454,2016-06-13,2016-06-20,UAL,44.6838327092,0.0393141341473,0.0396967810815,0.891080114693
179,2016-06-13,2016-06-20,FTI,27.5520251279,0.0393808592129,0.0360718742365,0.634883134384
86,2016-06-13,2016-06-20,COG,24.8752396805,0.0393998289423,0.0342239030279,0.518473881065
94,2016-06-13,2016-06-20,CNC,67.168685318,0.0394969622791,0.0406020916087,0.401810894671
358,2016-06-13,2016-06-20,PFG,40.3508456659,0.0395031678286,0.0279962166152,0.813615079813
412,2016-06-13,2016-06-20,HOT,71.1490508214,0.0396490325219,0.03246874568,0.726630885527
181,2016-06-13,2016-06-20,FAST,42.7005991574,0.0397113605876,0.0204809127734,0.502445231623
394,2016-06-13,2016-06-20,SNI,62.9030874301,0.0397152080689,0.0306067355168,0.33472298426
475,2016-06-13,2016-06-20,WMT,69.3823386337,0.0397939783798,0.0175297525581,0.451442587476
184,2016-06-13,2016-06-20,FIS,66.4743103763,0.0398005199722,0.0192845203912,0.945473715686
355,2016-06-13,2016-06-20,PXD,161.134090505,0.0399205929001,0.0334219337279,0.907654700679
240,2016-06-13,2016-06-20,IP,40.9012869706,0.039940786783,0.0317529105613,0.818453741626
189,2016-06-13,2016-06-20,FLS,48.7965733657,0.0399831452148,0.0346314533815,0.657855292519
32,2016-06-13,2016-06-20,AXP,63.7068752671,0.0401339232431,0.0216678833889,0.831929925658
183,2016-06-13,2016-06-20,FRT,139.444091689,0.0401447678337,0.016049441491,0.499269230985
356,2016-06-13,2016-06-20,PBI,18.6860441388,0.0402889774378,0.0344474196068,0.76548284363
108,2016-06-13,2016-06-20,C,44.056948602,0.0405081504599,0.0338554971636,0.704715407437
11,2016-06-13,2016-06-20,ADBE,88.0481368911,0.0405961479253,0.0212955211661,0.849289234483
47,2016-06-13,2016-06-20,AMAT,23.3576386737,0.0407363418177,0.0333612549766,0.778787693765
14,2016-06-13,2016-06-20,AMG,164.067323611,0.0408086764641,0.03904199628,0.768966714089
375,2016-06-13,2016-06-20,REGN,366.599639828,0.0408347276517,0.0394825212224,0.187404052092
66,2016-06-13,2016-06-20,BIIB,250.126940876,0.0411398666533,0.0398046644781,0.125747184818
239,2016-06-13,2016-06-20,IFF,110.892427495,0.0411499904728,0.0175983560854,0.89109528004
252,2016-06-13,2016-06-20,K,65.7673824943,0.0411704264026,0.0146716196568,0.147464976931
383,2016-06-13,2016-06-20,ROST,53.2730711553,0.0411746708043,0.017737332176,0.425134539738
214,2016-06-13,2016-06-20,HOG,43.1867863851,0.0414047963357,0.0377292238078,0.425685621293
337,2016-06-13,2016-06-20,PCG,49.580951518,0.0414333002514,0.0192482227172,0.509084129942
468,2016-06-13,2016-06-20,VZ,45.4657374653,0.0415440288397,0.0155861354978,-0.733633535152
469,2016-06-13,2016-06-20,VRTX,91.3017859386,0.041592614096,0.0441937088709,0.481041468848
92,2016-06-13,2016-06-20,CAT,72.9437001082,0.0416030379293,0.0304725969016,0.624552791297
57,2016-06-13,2016-06-20,BHI,44.7941425013,0.0416732124235,0.04100275758,0.194829946492
128,2016-06-13,2016-06-20,CMI,110.00576538,0.0420432367808,0.0282886675708,0.781146664337
367,2016-06-13,2016-06-20,QRVO,53.2220982715,0.0421210390612,0.0389006257386,0.756569321883
119,2016-06-13,2016-06-20,CMA,43.4336261324,0.0421223876605,0.0402037886056,0.895079855442
299,2016-06-13,2016-06-20,TAP,84.4242672843,0.0421916282547,0.0222754064058,0.78670059044
73,2016-06-13,2016-06-20,BMY,64.3570906108,0.042222345841,0.0218520571835,0.870526938142
323,2016-06-13,2016-06-20,NBL,36.0820150367,0.0422316717069,0.0390071799508,0.732890803099
129,2016-06-13,2016-06-20,DTE,78.9211339114,0.0422633224668,0.0202665797123,0.544375720272
311,2016-06-13,2016-06-20,NDAQ,52.7927171669,0.0422748468182,0.0167143062648,-0.0659574458882
346,2016-06-13,2016-06-20,PNR,57.6534081839,0.0423294626235,0.0305841398688,0.864804174543
161,2016-06-13,2016-06-20,EMR,49.5370494917,0.042572978914,0.0241245448546,0.630801693392
269,2016-06-13,2016-06-20,LNC,42.6417793195,0.042584941004,0.0381078772954,0.797013726869
328,2016-06-13,2016-06-20,NUE,48.2790277333,0.0427303646838,0.0303744737303,0.866358476816
493,2016-06-13,2016-06-20,XRX,9.6985740397,0.0430725269425,0.0356082869564,0.711961195711
465,2016-06-13,2016-06-20,VTR,66.7150884526,0.0434007476488,0.0272599098797,0.866361266957
243,2016-06-13,2016-06-20,IVZ,26.9574571836,0.0434452455033,0.0384827199396,0.489060733605
186,2016-06-13,2016-06-20,FSLR,48.0883765328,0.0435371641475,0.0439393434108,0.92054662427
160,2016-06-13,2016-06-20,EA,70.8386321742,0.0437691412763,0.0335908971405,0.621158922619
361,2016-06-13,2016-06-20,PGR,31.5478043592,0.0438272546459,0.0170132099573,0.183400552774
190,2016-06-13,2016-06-20,FLR,49.7888108315,0.0440464480747,0.0319628833404,0.513197143458
317,2016-06-13,2016-06-20,NFX,39.8832305959,0.0441567389733,0.0481434776132,0.931604514275
427,2016-06-13,2016-06-20,TSO,73.3799438524,0.0442328530996,0.0386651133636,0.592665663189
166,2016-06-13,2016-06-20,EQR,58.7548901146,0.044262776067,0.0275580461459,0.683899009604
260,2016-06-13,2016-06-20,LLL,108.476438023,0.0443927923707,0.0171468997881,0.951045431419
45,2016-06-13,2016-06-20,AIV,38.3976924126,0.0444320057981,0.02358629771,0.790980027575
492,2016-06-13,2016-06-20,XEL,33.2170867119,0.0444505974868,0.0192122892546,0.382672856328
99,2016-06-13,2016-06-20,CVX,97.0451276946,0.0444821351531,0.0225708611863,0.89259422492
36,2016-06-13,2016-06-20,AMP,96.7145667859,0.0445031088904,0.026142870279,0.840349149986
81,2016-06-13,2016-06-20,CMS,32.4232614509,0.0447014834872,0.0199649006333,0.218875086432
341,2016-06-13,2016-06-20,PVH,96.498063181,0.0447172676671,0.0397451409603,0.675412697518
336,2016-06-13,2016-06-20,PCAR,52.1645716068,0.044721404153,0.0283314139721,0.536789393993
30,2016-06-13,2016-06-20,AAL,33.0828670924,0.0448325059674,0.036996942422,0.904639611935
379,2016-06-13,2016-06-20,RHI,38.7484159969,0.0453443759813,0.0336005380109,0.671168888269
168,2016-06-13,2016-06-20,EL,86.5970153566,0.0454059428844,0.0141116544939,0.115021734674
197,2016-06-13,2016-06-20,GRMN,40.923257541,0.0454624118555,0.0209055981355,0.531482798099
314,2016-06-13,2016-06-20,NTAP,22.8449742354,0.0460157317139,0.0273518677166,0.701185181605
123,2016-06-13,2016-06-20,ED,61.5523739359,0.0460265590808,0.0215151407658,0.331384058659
399,2016-06-13,2016-06-20,SIG,87.209919266,0.0464023486377,0.0442872046379,0.721948878718
456,2016-06-13,2016-06-20,URI,71.3462746575,0.0465093615314,0.047559942367,0.793580504448
110,2016-06-13,2016-06-20,CTXS,73.8542888489,0.0465848440563,0.0214745204637,0.879703864172
19,2016-06-13,2016-06-20,AA,8.99871855407,0.0466618042376,0.0444977434718,0.537898118097
169,2016-06-13,2016-06-20,ES,51.2051656167,0.0469430654822,0.0189107746008,0.214858077589
373,2016-06-13,2016-06-20,O,47.067848275,0.0475875096235,0.0257702629044,0.536697614116
233,2016-06-13,2016-06-20,ILMN,146.88513692,0.0477597917058,0.0448755419605,0.656360331242
22,2016-06-13,2016-06-20,AGN,243.560550837,0.0479881063488,0.0448800228051,0.850846024093
122,2016-06-13,2016-06-20,COP,46.5993955578,0.0480399250265,0.048674035358,0.739636299587
27,2016-06-13,2016-06-20,MO,54.4468729967,0.0480606979103,0.0156052861492,0.375669901874
461,2016-06-13,2016-06-20,URBN,26.0575259885,0.0482876996818,0.0503119255253,0.62853421012
286,2016-06-13,2016-06-20,MAT,29.374955487,0.0483889862669,0.0221299889464,0.505788083267
188,2016-06-13,2016-06-20,FISV,84.697397566,0.0485696737115,0.0183220689578,0.500853007512
48,2016-06-13,2016-06-20,ADM,40.8357547255,0.0494501838315,0.0352551635973,0.791751015424
385,2016-06-13,2016-06-20,R,63.549601874,0.0495155197677,0.0351797325079,0.731700703521
212,2016-06-13,2016-06-20,HAL,43.1752137343,0.0495653377124,0.0347002569918,0.892238438595
178,2016-06-13,2016-06-20,FMC,47.9455299435,0.0497008049742,0.0368162813232,0.864339360123
70,2016-06-13,2016-06-20,BWA,36.853914226,0.0497906601728,0.0411017457982,0.551773614809
482,2016-06-13,2016-06-20,WRK,38.5515413398,0.0498226296663,0.0529459041109,-0.204735257883
215,2016-06-13,2016-06-20,HAR,73.8118606202,0.0500322276936,0.0455619179404,0.47250142731
434,2016-06-13,2016-06-20,TMO,125.852564808,0.0500916710977,0.0148542990238,0.707257525907
410,2016-06-13,2016-06-20,SPLS,8.86873730466,0.0501668853425,0.044062631257,0.679733217502
63,2016-06-13,2016-06-20,BDX,134.3034732,0.050191003359,0.0142661295045,0.879714884892
271,2016-06-13,2016-06-20,LMT,192.492081289,0.0505214139856,0.0120245635599,0.92069433569
250,2016-06-13,2016-06-20,KLAC,64.7878791356,0.0505619217512,0.0170374301716,0.486572007838
20,2016-06-13,2016-06-20,ALXN,137.323706979,0.0508685806428,0.0506887811115,0.32377323983
259,2016-06-13,2016-06-20,LB,65.0037049197,0.0508974724445,0.0419412917747,0.855015055613
138,2016-06-13,2016-06-20,DO,23.3140980487,0.0512288010111,0.0459582412115,0.647235516622
31,2016-06-13,2016-06-20,AEP,55.5020556653,0.0514227648561,0.0190312557715,0.499139520881
391,2016-06-13,2016-06-20,HSIC,136.004831605,0.0516082032706,0.0138005012343,0.394345170855
284,2016-06-13,2016-06-20,MAS,28.738709135,0.0518063210244,0.0201780541165,0.873755812572
2,2016-06-13,2016-06-20,AES,10.9941567608,0.0519748444567,0.0277523964196,0.575386548187
221,2016-06-13,2016-06-20,HES,56.2262867868,0.0525706136462,0.0464568869743,0.864589400184
315,2016-06-13,2016-06-20,NFLX,99.5853992809,0.0527256082684,0.0433213922042,0.552351063367
101,2016-06-13,2016-06-20,CB,105.276847606,0.0529425411344,0.0151367219207,0.650682154921
288,2016-06-13,2016-06-20,MCD,112.304584663,0.0529458528107,0.0148680689953,0.743734770898
34,2016-06-13,2016-06-20,AMT,91.0706454401,0.0531294072237,0.0194661178026,0.914316087915
195,2016-06-13,2016-06-20,FTR,4.76766832854,0.0532983206904,0.0381136108616,0.149787854594
255,2016-06-13,2016-06-20,KIM,24.3981859063,0.0533909927546,0.0222147235751,0.588672587134
407,2016-06-13,2016-06-20,SE,31.5566920383,0.053410043284,0.0209798453041,0.810058589575
313,2016-06-13,2016-06-20,NAVI,12.2614305663,0.0536356220466,0.0384583631217,0.564622702472
316,2016-06-13,2016-06-20,NWL,42.5703182426,0.0539315050034,0.0259814980868,0.907753581967
3,2016-06-13,2016-06-20,AFL,59.7568115101,0.0542291124114,0.0140510826785,0.876033500954
226,2016-06-13,2016-06-20,HRL,30.6436461257,0.0550128152616,0.028445569089,0.823087235937
113,2016-06-13,2016-06-20,KO,40.5244003667,0.0551713295183,0.0153169315043,0.0598220058847
247,2016-06-13,2016-06-20,JNJ,93.8967492181,0.0553960215124,0.0104339899624,0.87392630532
263,2016-06-13,2016-06-20,LM,30.8636214721,0.055833063652,0.0447531393448,0.545508076108
305,2016-06-13,2016-06-20,MOS,26.3868759151,0.0558405158633,0.0528916819757,0.37701455667
